dagG14.txt 5_4_3_2x2.txt True 0.012552301255230125 0.04 590.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagG14.txt 5_4_3_2x2.txt True 0.012552301255230125 0.04 590.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagG14.txt 5_4_3_2x2.txt True 0.012552301255230125 0.06 590.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagG14.txt 5_4_3_2x2.txt True 0.012552301255230125 0.06 590.75 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.08 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.08 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.1 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.1 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.12 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.12 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.14 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.14 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.16 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.06694560669456066 0.16 432.2 [4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 4, 1, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.17573221757322174 0.18 338.4 [3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 1, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 2, 1, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 4, 0, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.17573221757322174 0.18 338.4 [3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 1, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 2, 1, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 4, 0, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.17573221757322174 0.2 338.4 [3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 1, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 2, 1, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 4, 0, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.17573221757322174 0.2 338.4 [3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 1, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 0, 4, 4, 4, 2, 1, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 4, 0, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.24686192468619247 0.25 329.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 4, 2, 1, 2, 4, 1, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.24686192468619247 0.25 329.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 4, 2, 1, 2, 4, 1, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.24686192468619247 0.3 329.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 4, 2, 1, 2, 4, 1, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.24686192468619247 0.3 329.3333333333333 [2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 2, 4, 2, 1, 2, 4, 1, 4, 4, 4, 4, 2, 3, 4, 4, 4, 2, 4, 4, 2, 3, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 3, 1, 4, 4, 3, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 1, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.3179916317991632 0.35 229.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 5, 2, 5, 0, 1, 0, 5, 5, 5, 5, 2, 5, 1, 3, 5, 5, 5, 5, 5, 1, 4, 2, 2, 5, 5, 5, 5, 2, 5, 4, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 5, 4, 2, 5, 5, 2, 5, 4, 5] 
dagG14.txt 5_4_3_2x2.txt True 0.3179916317991632 0.35 229.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 5, 2, 5, 0, 1, 0, 5, 5, 5, 5, 2, 5, 1, 3, 5, 5, 5, 5, 5, 1, 4, 2, 2, 5, 5, 5, 5, 2, 5, 4, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 5, 4, 2, 5, 5, 2, 5, 4, 5] 
dagG14.txt 5_4_3_2x2.txt True 0.3179916317991632 0.4 229.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 5, 2, 5, 0, 1, 0, 5, 5, 5, 5, 2, 5, 1, 3, 5, 5, 5, 5, 5, 1, 4, 2, 2, 5, 5, 5, 5, 2, 5, 4, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 5, 4, 2, 5, 5, 2, 5, 4, 5] 
dagG14.txt 5_4_3_2x2.txt True 0.3179916317991632 0.4 229.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 3, 1, 1, 5, 2, 5, 0, 1, 0, 5, 5, 5, 5, 2, 5, 1, 3, 5, 5, 5, 5, 5, 1, 4, 2, 2, 5, 5, 5, 5, 2, 5, 4, 5, 5, 5, 3, 5, 5, 5, 2, 5, 5, 5, 5, 4, 2, 5, 5, 2, 5, 4, 5] 
dagG14.txt 5_4_3_2x2.txt True 0.4435146443514644 0.45 178.33333333333334 [1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 2, 2, 2, 2, 2, 2, 6, 2, 0, 0, 2, 2, 2, 2, 2, 2, 3, 2, 6, 4, 3, 4, 2, 2, 2, 6, 7, 5, 4, 6, 4, 2, 3, 4, 6, 5, 6, 4, 6, 7, 3, 6, 5, 4, 4, 6, 3, 6, 7, 4, 4, 7, 3, 7, 6, 6, 5, 5, 4, 6, 4, 7, 6, 6, 4, 7, 4, 7, 6] 
dagG14.txt 5_4_3_2x2.txt True 0.4435146443514644 0.45 178.33333333333334 [1, 1, 1, 1, 0, 0, 2, 0, 0, 1, 0, 2, 2, 2, 2, 2, 2, 6, 2, 0, 0, 2, 2, 2, 2, 2, 2, 3, 2, 6, 4, 3, 4, 2, 2, 2, 6, 7, 5, 4, 6, 4, 2, 3, 4, 6, 5, 6, 4, 6, 7, 3, 6, 5, 4, 4, 6, 3, 6, 7, 4, 4, 7, 3, 7, 6, 6, 5, 5, 4, 6, 4, 7, 6, 6, 4, 7, 4, 7, 6] 
dagG14.txt 5_4_3_2x2.txt True 0.497907949790795 0.5 154.5 [3, 3, 2, 3, 2, 2, 1, 2, 1, 3, 2, 0, 0, 0, 2, 0, 1, 2, 0, 2, 1, 1, 0, 0, 1, 0, 3, 3, 0, 2, 6, 1, 4, 0, 1, 0, 6, 5, 6, 6, 4, 6, 0, 3, 5, 6, 7, 1, 6, 4, 5, 7, 4, 7, 5, 5, 4, 5, 4, 5, 6, 6, 5, 3, 5, 4, 4, 7, 7, 7, 4, 7, 5, 4, 7, 6, 5, 6, 5, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.55 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.6 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.497907949790795 0.5 154.5 [3, 3, 2, 3, 2, 2, 1, 2, 1, 3, 2, 0, 0, 0, 2, 0, 1, 2, 0, 2, 1, 1, 0, 0, 1, 0, 3, 3, 0, 2, 6, 1, 4, 0, 1, 0, 6, 5, 6, 6, 4, 6, 0, 3, 5, 6, 7, 1, 6, 4, 5, 7, 4, 7, 5, 5, 4, 5, 4, 5, 6, 6, 5, 3, 5, 4, 4, 7, 7, 7, 4, 7, 5, 4, 7, 6, 5, 6, 5, 4] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.65 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.55 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.7 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.6 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.75 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.65 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.8 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.7 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.85 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.75 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.9 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.8 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.95 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.85 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 1 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.9 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
dagG14.txt 5_4_3_2x2.txt True 0.5188284518828452 0.95 160.0 [4, 4, 4, 4, 5, 4, 5, 5, 5, 4, 5, 6, 6, 6, 4, 6, 5, 5, 6, 5, 7, 5, 6, 6, 5, 7, 4, 7, 6, 3, 0, 7, 1, 6, 6, 6, 0, 0, 1, 0, 3, 0, 6, 7, 2, 0, 0, 3, 0, 3, 2, 7, 7, 1, 2, 2, 2, 2, 3, 2, 0, 1, 2, 7, 3, 3, 2, 0, 1, 1, 3, 0, 2, 7, 1, 1, 2, 1, 3, 2] 
